Level,Area_km2,Volume_million_m3
-253.28,0.83214825,1.6634495
-253.29,0.82784743,1.6504175
-253.3,0.8238111,1.6376431
-253.31,0.82003244,1.6251212
-253.32,0.81650461,1.6128464
-253.33,0.81322079,1.6008134
-253.34,0.81017414,1.5890171
-253.35,0.80735784,1.577452
-253.36,0.80476505,1.5661129
-253.37,0.80238894,1.5549945
-253.38,0.80022269,1.5440916
-253.39,0.79825946,1.5333989
-253.4,0.79649243,1.522911
-253.41,0.79491475,1.5126227
-253.42,0.79351961,1.5025288
-253.43,0.79230017,1.4926238
-253.44,0.7912496,1.4829027
-253.45,0.79036107,1.47336
-253.46,0.78962775,1.4639905
-253.47,0.78904281,1.4547889
-253.48,0.78859942,1.44575
-253.49,0.78829074,1.4368684
-253.5,0.78810996,1.4281388
-253.51,0.78805023,1.4195561
-253.52,0.78810473,1.4111148
-253.53,0.78826663,1.4028098
-253.54,0.78852909,1.3946357
-253.55,0.78888529,1.3865873
-253.56,0.7893284,1.3786593
-253.57,0.78985158,1.3708463
-253.58,0.79044801,1.3631432
-253.59,0.79111085,1.3555446
-253.6,0.79183328,1.3480453
-253.61,0.79260845,1.3406399
-253.62,0.79342956,1.3333232
-253.63,0.79428975,1.3260899
-253.64,0.79518221,1.3189348
-253.65,0.7961001,1.3118525
-253.66,0.79703659,1.3048378
-253.67,0.79798485,1.2978853
-253.68,0.79893806,1.2909899
-253.69,0.79988937,1.2841462
-253.7,0.80083197,1.2773489
-253.71,0.80175901,1.2705928
-253.72,0.80266367,1.2638725
-253.73,0.80353912,1.2571829
-253.74,0.80437853,1.2505186
-253.75,0.80517507,1.2438743
-253.76,0.80592191,1.2372447
-253.77,0.80661221,1.2306246
-253.78,0.80723915,1.2240088
-253.79,0.80779589,1.2173918
-253.8,0.80827561,1.2107684
-253.81,0.80867148,1.2041334
-253.82,0.80897666,1.1974815
-253.83,0.80918433,1.1908073
-253.84,0.80928765,1.1841056
-253.85,0.80927979,1.1773712
-253.86,0.80915393,1.1705987
-253.87,0.80890323,1.1637828
-253.88,0.80852086,1.1569184
-253.89,0.808,1.15
-253.9,0.80733523,1.1430235
-253.91,0.80652682,1.1359889
-253.92,0.80557646,1.1288973
-253.93,0.80448585,1.1217498
-253.94,0.80325668,1.1145475
-253.95,0.80189063,1.1072915
-253.96,0.80038941,1.0999829
-253.97,0.79875469,1.0926228
-253.98,0.79698818,1.0852122
-253.99,0.79509156,1.0777524
-254,0.79306653,1.0702443
-254.01,0.79091477,1.062689
-254.02,0.78863798,1.0550878
-254.03,0.78623784,1.0474416
-254.04,0.78371606,1.0397515
-254.05,0.78107431,1.0320187
-254.06,0.7783143,1.0242442
-254.07,0.77543772,1.0164292
-254.08,0.77244624,1.0085747
-254.09,0.76934158,1.0006819
-254.1,0.76612541,0.99275178
-254.11,0.76279943,0.98478549
-254.12,0.75936533,0.97678412
-254.13,0.7558248,0.96874877
-254.14,0.75217953,0.96068054
-254.15,0.74843122,0.95258052
-254.16,0.74458155,0.9444498
-254.17,0.74063222,0.93628948
-254.18,0.73658492,0.92810066
-254.19,0.73244133,0.91988443
-254.2,0.72820316,0.91164189
-254.21,0.72387208,0.90337413
-254.22,0.7194498,0.89508226
-254.23,0.714938,0.88676736
-254.24,0.71033838,0.87843054
-254.25,0.70565263,0.87007288
-254.26,0.70088243,0.86169549
-254.27,0.69602949,0.85329946
-254.28,0.69109548,0.84488588
-254.29,0.6860821,0.83645586
-254.3,0.68099105,0.82801048
-254.31,0.67582401,0.81955084
-254.32,0.67058268,0.81107805
-254.33,0.66526875,0.80259319
-254.34,0.6598839,0.79409736
-254.35,0.65442983,0.78559166
-254.36,0.64890823,0.77707718
-254.37,0.6433208,0.76855502
-254.38,0.63766922,0.76002628
-254.39,0.63195518,0.75149205
-254.4,0.62618038,0.74295342
-254.41,0.6203465,0.73441149
-254.42,0.61445525,0.72586737
-254.43,0.6085083,0.71732213
-254.44,0.60250736,0.70877689
-254.45,0.5964541,0.70023273
-254.46,0.59035023,0.69169075
-254.47,0.58419744,0.68315205
-254.48,0.57799741,0.67461773
-254.49,0.57175184,0.66608887
-254.5,0.56546242,0.65756658
-254.51,0.55913084,0.64905195
-254.52,0.55275878,0.64054608
-254.53,0.54634796,0.63205006
-254.54,0.53990004,0.62356499
-254.55,0.53341673,0.61509196
-254.56,0.52689972,0.60663207
-254.57,0.52035069,0.59818642
-254.58,0.51377135,0.5897561
-254.59,0.50716337,0.58134221
-254.6,0.50052846,0.57294584
-254.61,0.49386829,0.56456809
-254.62,0.48718458,0.55621006
-254.63,0.48047899,0.54787284
-254.64,0.47375324,0.53955753
-254.65,0.467009,0.53126522
-254.66,0.46024797,0.52299701
-254.67,0.45347184,0.51475399
-254.68,0.4466823,0.50653727
-254.69,0.43988105,0.49834793
-254.7,0.43306977,0.49018707
-254.71,0.42625016,0.48205579
-254.72,0.4194239,0.47395519
-254.73,0.41259269,0.46588636
-254.74,0.40575822,0.45785039
-254.75,0.39892219,0.44984838
-254.76,0.39208627,0.44188144
-254.77,0.38525217,0.43395064
-254.78,0.37842157,0.4260571
-254.79,0.37159617,0.4182019
-254.8,0.36477765,0.41038614
-254.81,0.35796772,0.40261092
-254.82,0.35116805,0.39487733
-254.83,0.34438034,0.38718648
-254.84,0.33760629,0.37953944
-254.85,0.33084758,0.37193733
-254.86,0.3241059,0.36438123
-254.87,0.31738295,0.35687225
-254.88,0.31068042,0.34941147
-254.89,0.304,0.342
-254.9,0.29734338,0.33463893
-254.91,0.29071225,0.32732935
-254.92,0.2841083,0.32007237
-254.93,0.27753322,0.31286907
-254.94,0.27098871,0.30572056
-254.95,0.26447646,0.29862792
-254.96,0.25799815,0.29159227
-254.97,0.25155548,0.28461468
-254.98,0.24515015,0.27769626
-254.99,0.23878383,0.2708381
-255,0.23245823,0.2640413
