Level,Area_km2,Volume_million_m3
-244.16,40.583,208.18943
-244.17,40.538659,207.76106
-244.18,40.494373,207.33318
-244.19,40.450141,206.90579
-244.2,40.405962,206.47888
-244.21,40.361834,206.05245
-244.22,40.317755,205.62651
-244.23,40.273724,205.20105
-244.24,40.22974,204.77607
-244.25,40.1858,204.35157
-244.26,40.141903,203.92755
-244.27,40.098048,203.504
-244.28,40.054233,203.08093
-244.29,40.010457,202.65834
-244.3,39.966717,202.23623
-244.31,39.923013,201.81458
-244.32,39.879342,201.39342
-244.33,39.835704,200.97272
-244.34,39.792096,200.55249
-244.35,39.748517,200.13273
-244.36,39.704966,199.71345
-244.37,39.661441,199.29463
-244.38,39.61794,198.87627
-244.39,39.574462,198.45838
-244.4,39.531005,198.04096
-244.41,39.487568,197.624
-244.42,39.444149,197.20751
-244.43,39.400746,196.79147
-244.44,39.357359,196.3759
-244.45,39.313984,195.96079
-244.46,39.270622,195.54613
-244.47,39.22727,195.13194
-244.48,39.183927,194.7182
-244.49,39.14059,194.30491
-244.5,39.09726,193.89209
-244.51,39.053933,193.47971
-244.52,39.010609,193.06779
-244.53,38.967285,192.65632
-244.54,38.923961,192.2453
-244.55,38.880635,191.83473
-244.56,38.837304,191.42461
-244.57,38.793969,191.01494
-244.58,38.750626,190.60572
-244.59,38.707275,190.19694
-244.6,38.663914,189.7886
-244.61,38.620541,189.38071
-244.62,38.577155,188.97327
-244.63,38.533754,188.56626
-244.64,38.490336,188.1597
-244.65,38.446901,187.75357
-244.66,38.403446,187.34789
-244.67,38.35997,186.94264
-244.68,38.316472,186.53783
-244.69,38.272949,186.13346
-244.7,38.229401,185.72952
-244.71,38.185825,185.32601
-244.72,38.14222,184.92294
-244.73,38.098585,184.5203
-244.74,38.054918,184.11809
-244.75,38.011217,183.71631
-244.76,37.967481,183.31496
-244.77,37.923708,182.91404
-244.78,37.879897,182.51355
-244.79,37.836046,182.11348
-244.8,37.792154,181.71383
-244.81,37.748219,181.31461
-244.82,37.704239,180.91582
-244.83,37.660213,180.51744
-244.84,37.616139,180.11949
-244.85,37.572016,179.72195
-244.86,37.527842,179.32484
-244.87,37.483616,178.92814
-244.88,37.439336,178.53186
-244.89,37.395,178.136
-244.9,37.350608,177.74055
-244.91,37.306159,177.34552
-244.92,37.261656,176.9509
-244.93,37.217098,176.5567
-244.94,37.172488,176.16292
-244.95,37.127826,175.76956
-244.96,37.083113,175.37661
-244.97,37.03835,174.98409
-244.98,36.993539,174.59198
-244.99,36.94868,174.20029
-245,36.903775,173.80903
-245.01,36.858824,173.41818
-245.02,36.813828,173.02776
-245.03,36.76879,172.63776
-245.04,36.723709,172.24818
-245.05,36.678586,171.85903
-245.06,36.633424,171.4703
-245.07,36.588222,171.08199
-245.08,36.542982,170.69412
-245.09,36.497705,170.30666
-245.1,36.452393,169.91964
-245.11,36.407045,169.53304
-245.12,36.361663,169.14686
-245.13,36.316249,168.76112
-245.14,36.270802,168.37581
-245.15,36.225325,167.99092
-245.16,36.179819,167.60646
-245.17,36.134284,167.22244
-245.18,36.088721,166.83884
-245.19,36.043131,166.45568
-245.2,35.997517,166.07295
-245.21,35.951878,165.69065
-245.22,35.906215,165.30879
-245.23,35.86053,164.92736
-245.24,35.814825,164.54636
-245.25,35.769098,164.1658
-245.26,35.723353,163.78568
-245.27,35.67759,163.40599
-245.28,35.63181,163.02674
-245.29,35.586014,162.64792
-245.3,35.540203,162.26955
-245.31,35.494378,161.89161
-245.32,35.44854,161.51411
-245.33,35.402691,161.13705
-245.34,35.356831,160.76043
-245.35,35.310961,160.38425
-245.36,35.265083,160.00851
-245.37,35.219197,159.63322
-245.38,35.173305,159.25837
-245.39,35.127408,158.88396
-245.4,35.081506,158.50999
-245.41,35.035601,158.13647
-245.42,34.989694,157.76339
-245.43,34.943785,157.39076
-245.44,34.897877,157.01857
-245.45,34.851969,156.64683
-245.46,34.806063,156.27554
-245.47,34.760161,155.9047
-245.48,34.714262,155.5343
-245.49,34.668369,155.16435
-245.5,34.622482,154.79485
-245.51,34.576602,154.42581
-245.52,34.530731,154.05721
-245.53,34.484869,153.68906
-245.54,34.439018,153.32137
-245.55,34.393178,152.95412
-245.56,34.34735,152.58733
-245.57,34.301536,152.221
-245.58,34.255737,151.85511
-245.59,34.209954,151.48968
-245.6,34.164187,151.12471
-245.61,34.118438,150.76019
-245.62,34.072708,150.39613
-245.63,34.026998,150.03253
-245.64,33.981309,149.66938
-245.65,33.935642,149.30669
-245.66,33.889999,148.94446
-245.67,33.844379,148.58269
-245.68,33.798785,148.22137
-245.69,33.753216,147.86052
-245.7,33.707676,147.50013
-245.71,33.662163,147.1402
-245.72,33.61668,146.78073
-245.73,33.571228,146.42173
-245.74,33.525807,146.06318
-245.75,33.480419,145.70511
-245.76,33.435064,145.34749
-245.77,33.389745,144.99034
-245.78,33.344461,144.63366
-245.79,33.299213,144.27744
-245.8,33.254004,143.92168
-245.81,33.208834,143.5664
-245.82,33.163703,143.21158
-245.83,33.118614,142.85723
-245.84,33.073567,142.50335
-245.85,33.028563,142.14994
-245.86,32.983603,141.797
-245.87,32.938689,141.44453
-245.88,32.893821,141.09253
-245.89,32.849,140.741
-245.9,32.804227,140.38994
-245.91,32.759503,140.03936
-245.92,32.714826,139.68925
-245.93,32.670196,139.3396
-245.94,32.625614,138.99043
-245.95,32.581077,138.64173
-245.96,32.536586,138.2935
-245.97,32.492141,137.94573
-245.98,32.447741,137.59844
-245.99,32.403386,137.25161
-246,32.359075,136.90525
-246.01,32.314808,136.55935
-246.02,32.270584,136.21392
-246.03,32.226404,135.86896
-246.04,32.182266,135.52447
-246.05,32.13817,135.18043
-246.06,32.094116,134.83687
-246.07,32.050103,134.49376
-246.08,32.006131,134.15113
-246.09,31.9622,133.80895
-246.1,31.918309,133.46723
-246.11,31.874457,133.12598
-246.12,31.830645,132.78519
-246.13,31.786872,132.44486
-246.14,31.743137,132.10499
-246.15,31.69944,131.76559
-246.16,31.655781,131.42664
-246.17,31.612158,131.08815
-246.18,31.568573,130.75011
-246.19,31.525024,130.41254
-246.2,31.481511,130.07543
-246.21,31.438033,129.73877
-246.22,31.394591,129.40257
-246.23,31.351183,129.06682
-246.24,31.307809,128.73153
-246.25,31.26447,128.3967
-246.26,31.221163,128.06232
-246.27,31.17789,127.72839
-246.28,31.134649,127.39492
-246.29,31.091441,127.0619
-246.3,31.048264,126.72933
-246.31,31.005118,126.39722
-246.32,30.962004,126.06556
-246.33,30.918919,125.73435
-246.34,30.875865,125.40359
-246.35,30.832841,125.07328
-246.36,30.789846,124.74342
-246.37,30.74688,124.41401
-246.38,30.703942,124.08505
-246.39,30.661032,123.75654
-246.4,30.61815,123.42848
-246.41,30.575295,123.10086
-246.42,30.532466,122.77369
-246.43,30.489664,122.44697
-246.44,30.446888,122.12069
-246.45,30.404137,121.79486
-246.46,30.361412,121.46947
-246.47,30.318711,121.14453
-246.48,30.276034,120.82003
-246.49,30.233381,120.49598
-246.5,30.190751,120.17237
-246.51,30.148145,119.8492
-246.52,30.105561,119.52647
-246.53,30.062999,119.20419
-246.54,30.020459,118.88234
-246.55,29.97794,118.56094
-246.56,29.935442,118.23998
-246.57,29.892965,117.91945
-246.58,29.850507,117.59937
-246.59,29.80807,117.27973
-246.6,29.765651,116.96052
-246.61,29.723251,116.64175
-246.62,29.68087,116.32342
-246.63,29.638507,116.00552
-246.64,29.596161,115.68807
-246.65,29.553832,115.37104
-246.66,29.51152,115.05446
-246.67,29.469225,114.7383
-246.68,29.426945,114.42259
-246.69,29.384681,114.1073
-246.7,29.342432,113.79245
-246.71,29.300197,113.47803
-246.72,29.257977,113.16405
-246.73,29.21577,112.8505
-246.74,29.173577,112.53737
-246.75,29.131397,112.22468
-246.76,29.089229,111.91242
-246.77,29.047073,111.60059
-246.78,29.004929,111.28919
-246.79,28.962797,110.97822
-246.8,28.920675,110.66768
-246.81,28.878564,110.35756
-246.82,28.836463,110.04788
-246.83,28.794371,109.73862
-246.84,28.752289,109.42978
-246.85,28.710215,109.12138
-246.86,28.66815,108.8134
-246.87,28.626092,108.50584
-246.88,28.584043,108.19871
-246.89,28.542,107.892
-246.9,28.499964,107.58572
-246.91,28.457935,107.27986
-246.92,28.415913,106.97442
-246.93,28.373897,106.66941
-246.94,28.331888,106.36482
-246.95,28.289886,106.06065
-246.96,28.247891,105.75691
-246.97,28.205903,105.45359
-246.98,28.163922,105.15069
-246.99,28.121948,104.84822
-247,28.079981,104.54617
-247.01,28.038021,104.24454
-247.02,27.996068,103.94334
-247.03,27.954122,103.64256
-247.04,27.912183,103.3422
-247.05,27.870252,103.04227
-247.06,27.828327,102.74275
-247.07,27.78641,102.44366
-247.08,27.744501,102.145
-247.09,27.702598,101.84675
-247.1,27.660703,101.54893
-247.11,27.618815,101.25153
-247.12,27.576935,100.95455
-247.13,27.535062,100.65799
-247.14,27.493197,100.36186
-247.15,27.451339,100.06615
-247.16,27.409489,99.770857
-247.17,27.367646,99.475989
-247.18,27.325811,99.181543
-247.19,27.283983,98.887519
-247.2,27.242164,98.593916
-247.21,27.200352,98.300736
-247.22,27.158547,98.007976
-247.23,27.116751,97.715639
-247.24,27.074962,97.423722
-247.25,27.033181,97.132228
-247.26,26.991408,96.841154
-247.27,26.949643,96.550502
-247.28,26.907886,96.260271
-247.29,26.866136,95.970461
-247.3,26.824395,95.681072
-247.31,26.782662,95.392104
-247.32,26.740937,95.103557
-247.33,26.69922,94.815431
-247.34,26.657511,94.527726
-247.35,26.61581,94.240441
-247.36,26.574117,93.953577
-247.37,26.532433,93.667134
-247.38,26.490757,93.381111
-247.39,26.449089,93.095509
-247.4,26.40743,92.810327
-247.41,26.365779,92.525565
-247.42,26.324136,92.241224
-247.43,26.282502,91.957303
-247.44,26.240876,91.673802
-247.45,26.199259,91.390721
-247.46,26.15765,91.10806
-247.47,26.11605,90.825819
-247.48,26.074458,90.543998
-247.49,26.032875,90.262596
-247.5,25.991301,89.981614
-247.51,25.949735,89.701052
-247.52,25.908178,89.42091
-247.53,25.86663,89.141187
-247.54,25.825091,88.861884
-247.55,25.78356,88.583
-247.56,25.742038,88.304535
-247.57,25.700526,88.026489
-247.58,25.659022,87.748863
-247.59,25.617527,87.471656
-247.6,25.576041,87.194868
-247.61,25.534564,86.918499
-247.62,25.493096,86.642548
-247.63,25.451637,86.367017
-247.64,25.410187,86.091904
-247.65,25.368746,85.817211
-247.66,25.327315,85.542935
-247.67,25.285893,85.269079
-247.68,25.24448,84.995641
-247.69,25.203076,84.722621
-247.7,25.161682,84.45002
-247.71,25.120297,84.177837
-247.72,25.078921,83.906072
-247.73,25.037555,83.634726
-247.74,24.996198,83.363797
-247.75,24.954851,83.093287
-247.76,24.913513,82.823195
-247.77,24.872184,82.55352
-247.78,24.830866,82.284263
-247.79,24.789556,82.015425
-247.8,24.748257,81.747004
-247.81,24.706967,81.479
-247.82,24.665687,81.211414
-247.83,24.624416,80.944246
-247.84,24.583156,80.677495
-247.85,24.541905,80.411162
-247.86,24.500664,80.145245
-247.87,24.459433,79.879746
-247.88,24.418211,79.614665
-247.89,24.377,79.35
-247.9,24.335798,79.085752
-247.91,24.294606,78.821922
-247.92,24.253423,78.558508
-247.93,24.212247,78.295511
-247.94,24.171079,78.03293
-247.95,24.129917,77.770767
-247.96,24.088762,77.509019
-247.97,24.047611,77.247688
-247.98,24.006466,76.986773
-247.99,23.965324,76.726275
-248,23.924186,76.466192
-248.01,23.88305,76.206525
-248.02,23.841917,75.947274
-248.03,23.800784,75.688439
-248.04,23.759653,75.43002
-248.05,23.718522,75.172016
-248.06,23.677389,74.914428
-248.07,23.636256,74.657255
-248.08,23.595121,74.400497
-248.09,23.553983,74.144154
-248.1,23.512842,73.888226
-248.11,23.471697,73.632714
-248.12,23.430547,73.377616
-248.13,23.389392,73.122933
-248.14,23.348232,72.868664
-248.15,23.307064,72.614811
-248.16,23.26589,72.361371
-248.17,23.224707,72.108346
-248.18,23.183516,71.855735
-248.19,23.142316,71.603539
-248.2,23.101106,71.351756
-248.21,23.059886,71.100388
-248.22,23.018654,70.849433
-248.23,22.97741,70.598892
-248.24,22.936154,70.348764
-248.25,22.894885,70.099051
-248.26,22.853601,69.84975
-248.27,22.812304,69.600863
-248.28,22.770991,69.352389
-248.29,22.729662,69.104329
-248.3,22.688317,68.856681
-248.31,22.646955,68.609447
-248.32,22.605575,68.362625
-248.33,22.564176,68.116216
-248.34,22.522759,67.87022
-248.35,22.481321,67.624636
-248.36,22.439864,67.379465
-248.37,22.398385,67.134706
-248.38,22.356884,66.890359
-248.39,22.315361,66.646425
-248.4,22.273814,66.402902
-248.41,22.232244,66.159792
-248.42,22.19065,65.917093
-248.43,22.149031,65.674806
-248.44,22.107385,65.432931
-248.45,22.065714,65.191468
-248.46,22.024015,64.950416
-248.47,21.982289,64.709775
-248.48,21.940534,64.469545
-248.49,21.89875,64.229727
-248.5,21.856937,63.990319
-248.51,21.815093,63.751323
-248.52,21.773218,63.512738
-248.53,21.731311,63.274563
-248.54,21.689372,63.036799
-248.55,21.647401,62.799445
-248.56,21.605395,62.562502
-248.57,21.563355,62.32597
-248.58,21.52128,62.089847
-248.59,21.47917,61.854135
-248.6,21.437023,61.618833
-248.61,21.394839,61.383941
-248.62,21.352618,61.149458
-248.63,21.310358,60.915386
-248.64,21.268059,60.681723
-248.65,21.225721,60.448469
-248.66,21.183343,60.215626
-248.67,21.140923,59.983191
-248.68,21.098462,59.751166
-248.69,21.055959,59.51955
-248.7,21.013412,59.288343
-248.71,20.970822,59.057545
-248.72,20.928188,58.827156
-248.73,20.885509,58.597175
-248.74,20.842785,58.367603
-248.75,20.800014,58.13844
-248.76,20.757197,57.909686
-248.77,20.714331,57.681339
-248.78,20.671418,57.453401
-248.79,20.628456,57.225871
-248.8,20.585444,56.99875
-248.81,20.542382,56.772036
-248.82,20.499269,56.54573
-248.83,20.456105,56.319832
-248.84,20.412888,56.094341
-248.85,20.369619,55.869258
-248.86,20.326296,55.644583
-248.87,20.282919,55.420314
-248.88,20.239487,55.196454
-248.89,20.196,54.973
-248.9,20.152457,54.749954
-248.91,20.108859,54.527315
-248.92,20.065207,54.305084
-248.93,20.021502,54.083262
-248.94,19.977746,53.86185
-248.95,19.933939,53.640847
-248.96,19.890084,53.420255
-248.97,19.84618,53.200073
-248.98,19.802229,52.980304
-248.99,19.758232,52.760946
-249,19.714191,52.542001
-249.01,19.670106,52.32347
-249.02,19.625978,52.105352
-249.03,19.58181,51.887649
-249.04,19.537601,51.67036
-249.05,19.493354,51.453487
-249.06,19.449069,51.23703
-249.07,19.404747,51.02099
-249.08,19.360389,50.805367
-249.09,19.315998,50.590162
-249.1,19.271573,50.375375
-249.11,19.227116,50.161006
-249.12,19.182628,49.947058
-249.13,19.13811,49.733529
-249.14,19.093564,49.520421
-249.15,19.04899,49.307734
-249.16,19.00439,49.095469
-249.17,18.959765,48.883625
-249.18,18.915116,48.672205
-249.19,18.870444,48.461208
-249.2,18.82575,48.250635
-249.21,18.781036,48.040487
-249.22,18.736302,47.830763
-249.23,18.69155,47.621465
-249.24,18.646781,47.412594
-249.25,18.601996,47.204149
-249.26,18.557196,46.996131
-249.27,18.512382,46.788541
-249.28,18.467556,46.58138
-249.29,18.422718,46.374648
-249.3,18.37787,46.168345
-249.31,18.333013,45.962472
-249.32,18.288149,45.75703
-249.33,18.243277,45.552019
-249.34,18.1984,45.34744
-249.35,18.153518,45.143294
-249.36,18.108632,44.93958
-249.37,18.063745,44.7363
-249.38,18.018856,44.533453
-249.39,17.973968,44.331042
-249.4,17.929081,44.129065
-249.41,17.884196,43.927525
-249.42,17.839315,43.72642
-249.43,17.794438,43.525753
-249.44,17.749567,43.325523
-249.45,17.704703,43.12573
-249.46,17.659847,42.926377
-249.47,17.615001,42.727462
-249.48,17.570165,42.528987
-249.49,17.52534,42.330953
-249.5,17.480528,42.133359
-249.51,17.43573,41.936206
-249.52,17.390947,41.739496
-249.53,17.34618,41.543228
-249.54,17.301431,41.347402
-249.55,17.2567,41.152021
-249.56,17.211988,40.957084
-249.57,17.167297,40.762591
-249.58,17.122628,40.568544
-249.59,17.077982,40.374942
-249.6,17.033361,40.181787
-249.61,16.988764,39.989079
-249.62,16.944194,39.796818
-249.63,16.899652,39.605006
-249.64,16.855138,39.413642
-249.65,16.810654,39.222727
-249.66,16.766202,39.032262
-249.67,16.721781,38.842248
-249.68,16.677394,38.652684
-249.69,16.633041,38.463572
-249.7,16.588725,38.274912
-249.71,16.544444,38.086704
-249.72,16.500202,37.89895
-249.73,16.455999,37.711649
-249.74,16.411836,37.524802
-249.75,16.367714,37.338411
-249.76,16.323635,37.152475
-249.77,16.2796,36.966994
-249.78,16.23561,36.781971
-249.79,16.191665,36.597404
-249.8,16.147768,36.413295
-249.81,16.103918,36.229644
-249.82,16.060119,36.046452
-249.83,16.016369,35.863719
-249.84,15.972672,35.681446
-249.85,15.929027,35.499634
-249.86,15.885437,35.318282
-249.87,15.841901,35.137393
-249.88,15.798422,34.956965
-249.89,15.755,34.777
-249.9,15.711636,34.597498
-249.91,15.668328,34.418459
-249.92,15.625072,34.239882
-249.93,15.581865,34.061766
-249.94,15.538705,33.884111
-249.95,15.495588,33.706917
-249.96,15.452512,33.530182
-249.97,15.409472,33.353907
-249.98,15.366467,33.17809
-249.99,15.323493,33.002731
-250,15.280547,32.827829
-250.01,15.237626,32.653384
-250.02,15.194726,32.479395
-250.03,15.151846,32.305862
-250.04,15.108981,32.132784
-250.05,15.066129,31.960161
-250.06,15.023286,31.787991
-250.07,14.980451,31.616275
-250.08,14.937618,31.445011
-250.09,14.894787,31.274199
-250.1,14.851952,31.103839
-250.11,14.809112,30.93393
-250.12,14.766264,30.764471
-250.13,14.723403,30.595462
-250.14,14.680528,30.426902
-250.15,14.637635,30.25879
-250.16,14.594721,30.091127
-250.17,14.551783,29.923911
-250.18,14.508818,29.757142
-250.19,14.465823,29.590819
-250.2,14.422795,29.424941
-250.21,14.379731,29.259509
-250.22,14.336627,29.094521
-250.23,14.293481,28.929977
-250.24,14.250289,28.765876
-250.25,14.20705,28.602218
-250.26,14.163758,28.439002
-250.27,14.120412,28.276228
-250.28,14.077009,28.113894
-250.29,14.033544,27.952001
-250.3,13.990017,27.790547
-250.31,13.946422,27.629533
-250.32,13.902757,27.468957
-250.33,13.85902,27.30882
-250.34,13.815206,27.149119
-250.35,13.771314,26.989856
-250.36,13.727339,26.831028
-250.37,13.683279,26.672637
-250.38,13.639131,26.51468
-250.39,13.594892,26.357158
-250.4,13.550559,26.20007
-250.41,13.506128,26.043415
-250.42,13.461597,25.887192
-250.43,13.416962,25.731402
-250.44,13.372221,25.576044
-250.45,13.32737,25.421116
-250.46,13.282406,25.266619
-250.47,13.237327,25.112551
-250.48,13.192129,24.958912
-250.49,13.146809,24.805703
-250.5,13.101364,24.652921
-250.51,13.055791,24.500566
-250.52,13.010087,24.348639
-250.53,12.96425,24.197137
-250.54,12.918275,24.046061
-250.55,12.872159,23.895411
-250.56,12.825901,23.745185
-250.57,12.779496,23.595382
-250.58,12.732942,23.446003
-250.59,12.686236,23.297047
-250.6,12.639374,23.148513
-250.61,12.592353,23.0004
-250.62,12.545171,22.852708
-250.63,12.497825,22.705437
-250.64,12.45031,22.558585
-250.65,12.402625,22.412153
-250.66,12.354766,22.266139
-250.67,12.30673,22.120543
-250.68,12.258514,21.975365
-250.69,12.210115,21.830603
-250.7,12.161531,21.686258
-250.71,12.112757,21.542328
-250.72,12.06379,21.398813
-250.73,12.014629,21.255713
-250.74,11.965269,21.113027
-250.75,11.915708,20.970754
-250.76,11.865943,20.828894
-250.77,11.81597,20.687445
-250.78,11.765786,20.546409
-250.79,11.715389,20.405783
-250.8,11.664776,20.265568
-250.81,11.613943,20.125762
-250.82,11.562886,19.986366
-250.83,11.511605,19.847378
-250.84,11.460094,19.708799
-250.85,11.408351,19.570627
-250.86,11.356373,19.432861
-250.87,11.304158,19.295502
-250.88,11.251701,19.158548
-250.89,11.199,19.022
-250.9,11.146053,18.885857
-250.91,11.092863,18.75012
-250.92,11.039435,18.614793
-250.93,10.985772,18.479878
-250.94,10.931879,18.345377
-250.95,10.87776,18.211293
-250.96,10.823419,18.077629
-250.97,10.768862,17.944386
-250.98,10.714091,17.811568
-250.99,10.659112,17.679177
-251,10.603928,17.547214
-251.01,10.548545,17.415684
-251.02,10.492965,17.284588
-251.03,10.437194,17.153928
-251.04,10.381235,17.023708
-251.05,10.325094,16.893929
-251.06,10.268774,16.764595
-251.07,10.212279,16.635707
-251.08,10.155614,16.507268
-251.09,10.098783,16.379281
-251.1,10.041791,16.251748
-251.11,9.9846416,16.124671
-251.12,9.9273389,15.998054
-251.13,9.8698875,15.871898
-251.14,9.8122917,15.746206
-251.15,9.7545556,15.62098
-251.16,9.6966836,15.496224
-251.17,9.63868,15.371938
-251.18,9.5805491,15.248127
-251.19,9.5222951,15.124792
-251.2,9.4639223,15.001936
-251.21,9.4054349,14.879561
-251.22,9.3468374,14.75767
-251.23,9.2881339,14.636266
-251.24,9.2293288,14.51535
-251.25,9.1704262,14.394925
-251.26,9.1114306,14.274995
-251.27,9.0523461,14.15556
-251.28,8.9931771,14.036624
-251.29,8.9339278,13.918189
-251.3,8.8746026,13.800258
-251.31,8.8152057,13.682833
-251.32,8.7557413,13.565917
-251.33,8.6962138,13.449511
-251.34,8.6366274,13.33362
-251.35,8.5769865,13.218244
-251.36,8.5172953,13.103387
-251.37,8.4575581,12.989051
-251.38,8.3977791,12.875238
-251.39,8.3379627,12.761951
-251.4,8.2781131,12.649193
-251.41,8.2182346,12.536965
-251.42,8.1583315,12.425271
-251.43,8.0984081,12.314113
-251.44,8.0384687,12.203494
-251.45,7.9785174,12.093415
-251.46,7.9185587,11.983879
-251.47,7.8585968,11.874889
-251.48,7.798636,11.766448
-251.49,7.7386805,11.658557
-251.5,7.6787347,11.551219
-251.51,7.6188027,11.444438
-251.52,7.558889,11.338214
-251.53,7.4989978,11.232551
-251.54,7.4391333,11.127451
-251.55,7.3792999,11.022917
-251.56,7.3195018,10.918951
-251.57,7.2597433,10.815555
-251.58,7.2000287,10.712733
-251.59,7.1403622,10.610486
-251.6,7.0807482,10.508817
-251.61,7.021191,10.407728
-251.62,6.9616947,10.307223
-251.63,6.9022637,10.207303
-251.64,6.8429023,10.107971
-251.65,6.7836148,10.009229
-251.66,6.7244054,9.9110805
-251.67,6.6652784,9.8135271
-251.68,6.6062381,9.7165716
-251.69,6.5472888,9.6202164
-251.7,6.4884347,9.5244641
-251.71,6.4296802,9.429317
-251.72,6.3710295,9.3347777
-251.73,6.3124869,9.2408486
-251.74,6.2540566,9.1475322
-251.75,6.1957431,9.0548311
-251.76,6.1375505,8.9627477
-251.77,6.0794831,8.8712844
-251.78,6.0215452,8.7804437
-251.79,5.9637411,8.6902282
-251.8,5.906075,8.6006403
-251.81,5.8485513,8.5116824
-251.82,5.7911743,8.4233571
-251.83,5.7339481,8.3356669
-251.84,5.6768771,8.2486141
-251.85,5.6199656,8.1622014
-251.86,5.5632179,8.0764311
-251.87,5.5066382,7.9913058
-251.88,5.4502308,7.906828
-251.89,5.394,7.823
-251.9,5.33795,7.7398237
-251.91,5.2820844,7.657298
-251.92,5.2264068,7.575421
-251.93,5.1709208,7.4941908
-251.94,5.1156299,7.4136058
-251.95,5.0605378,7.3336639
-251.96,5.0056479,7.2543634
-251.97,4.9509639,7.1757025
-251.98,4.8964893,7.0976793
-251.99,4.8422278,7.020292
-252,4.7881827,6.9435387
-252.01,4.7343578,6.8674177
-252.02,4.6807566,6.791927
-252.03,4.6273827,6.7170648
-252.04,4.5742396,6.6428294
-252.05,4.5213309,6.5692188
-252.06,4.4686601,6.4962313
-252.07,4.416231,6.423865
-252.08,4.3640469,6.3521181
-252.09,4.3121115,6.2809887
-252.1,4.2604283,6.210475
-252.11,4.2090009,6.1405751
-252.12,4.1578329,6.0712873
-252.13,4.1069279,6.0026097
-252.14,4.0562894,5.9345405
-252.15,4.005921,5.8670778
-252.16,3.9558262,5.8002198
-252.17,3.9060086,5.7339646
-252.18,3.8564719,5.6683105
-252.19,3.8072195,5.6032556
-252.2,3.758255,5.538798
-252.21,3.709582,5.474936
-252.22,3.6612041,5.4116676
-252.23,3.6131248,5.3489911
-252.24,3.5653477,5.2869046
-252.25,3.5178764,5.2254063
-252.26,3.4707144,5.1644944
-252.27,3.4238653,5.104167
-252.28,3.3773327,5.0444222
-252.29,3.3311202,4.9852583
-252.3,3.2852312,4.9266735
-252.31,3.2396695,4.8686658
-252.32,3.1944384,4.8112334
-252.33,3.1495417,4.7543746
-252.34,3.1049829,4.6980874
-252.35,3.0607655,4.6423701
-252.36,3.0168932,4.5872208
-252.37,2.9733694,4.5326376
-252.38,2.9301978,4.4786188
-252.39,2.887382,4.4251625
-252.4,2.8449254,4.3722669
-252.41,2.8028317,4.3199301
-252.42,2.7611044,4.2681503
-252.43,2.7197471,4.2169257
-252.44,2.6787634,4.1662544
-252.45,2.6381568,4.1161346
-252.46,2.5979309,4.0665644
-252.47,2.5580893,4.0175421
-252.48,2.5186355,3.9690658
-252.49,2.4795732,3.9211337
-252.5,2.4409058,3.8737439
-252.51,2.402637,3.8268945
-252.52,2.3647703,3.7805838
-252.53,2.3273092,3.73481
-252.54,2.2902575,3.6895711
-252.55,2.2536185,3.6448654
-252.56,2.2173959,3.600691
-252.57,2.1815933,3.5570461
-252.58,2.1462142,3.5139289
-252.59,2.1112622,3.4713374
-252.6,2.0767409,3.42927
-252.61,2.0426538,3.3877247
-252.62,2.0090045,3.3466997
-252.63,1.9757966,3.3061931
-252.64,1.9430335,3.2662033
-252.65,1.9107191,3.2267282
-252.66,1.8788566,3.1877661
-252.67,1.8474498,3.1493152
-252.68,1.8165023,3.1113735
-252.69,1.7860175,3.0739393
-252.7,1.755999,3.0370108
-252.71,1.7264505,3.0005861
-252.72,1.6973754,2.9646633
-252.73,1.6687774,2.9292407
-252.74,1.64066,2.8943164
-252.75,1.6130268,2.8598885
-252.76,1.5858814,2.8259553
-252.77,1.5592273,2.7925148
-252.78,1.533068,2.7595654
-252.79,1.5074073,2.727105
-252.8,1.4822485,2.695132
-252.81,1.4575954,2.6636444
-252.82,1.4334514,2.6326404
-252.83,1.4098202,2.6021182
-252.84,1.3867052,2.572076
-252.85,1.3641102,2.5425119
-252.86,1.3420386,2.5134241
-252.87,1.3204939,2.4848107
-252.88,1.2994799,2.45667
-252.89,1.279,2.429
-252.9,1.2590561,2.4017984
-252.91,1.2396431,2.3750605
-252.92,1.2207541,2.348781
-252.93,1.2023823,2.3229545
-252.94,1.1845209,2.2975759
-252.95,1.1671631,2.2726399
-252.96,1.1503021,2.2481411
-252.97,1.1339309,2.2240742
-252.98,1.1180428,2.2004341
-252.99,1.1026309,2.1772154
-253,1.0876885,2.1544128
-253.01,1.0732086,2.1320211
-253.02,1.0591845,2.110035
-253.03,1.0456092,2.0884491
-253.04,1.0324761,2.0672583
-253.05,1.0197783,2.0464572
-253.06,1.0075088,2.0260405
-253.07,0.99566097,2.006003
-253.08,0.98422789,1.9863394
-253.09,0.97320274,1.9670444
-253.1,0.9625787,1.9481127
-253.11,0.95234894,1.929539
-253.12,0.94250662,1.9113181
-253.13,0.93304491,1.8934447
-253.14,0.92395699,1.8759135
-253.15,0.91523602,1.8587192
-253.16,0.90687517,1.8418565
-253.17,0.89886761,1.8253202
-253.18,0.89120651,1.809105
-253.19,0.88388505,1.7932055
-253.2,0.87689639,1.7776165
-253.21,0.87023369,1.7623328
-253.22,0.86389014,1.7473491
-253.23,0.8578589,1.7326599
-253.24,0.85213313,1.7182602
-253.25,0.84670601,1.7041446
-253.26,0.84157072,1.6903078
-253.27,0.83672041,1.6767445
