Targets,rfr,rfn,alpha_n,alpha_p,alpha_light,r0,nb,deltao,wz,sedrate,imin,temp_opt,temp_sigma
Dino_c___-8_.mean(),1.03e-08,6.08e-06,1.39e-07,1.3e-08,0.00946,0.0138,0.769,0.341,0,0.0138,0.00673,0.0103,0.00528
