Targets,rfr,rfn,alpha_n,alpha_p,alpha_light,r0,nb,deltao,wz,sedrate,imin,temp_opt,temp_sigma,tau_crit
Green_c_-700__-8_.mean(),3.66e-14,1.18e-07,6.56e-15,1.8e-14,0.136,0.00692,0.994,0.986,0.243,0.508,0.973,0.000446,0.025,3.43e-10
