Targets,rfr,rfn,alpha_n,alpha_p,alpha_light,r0,nb,deltao,wz,sedrate,imin,temp_opt,temp_sigma,tau_crit
Green_c_-700__-8_.mean(),9.59e-07,4.99e-07,1.04e-11,2.23e-07,0.223,0.286,0.335,0.236,0.000361,0.00447,0.114,0.19,0.0724,7.29e-08
